compound	entity_id	dti_edges	n_roles	roles
Compound::CHEBI_137460	CHEBI_137460	2	0	
Compound::CHEBI_90379	CHEBI_90379	2	0	
Compound::CHEBI_58126	CHEBI_58126	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_133452	CHEBI_133452	2	0	
Compound::CHEBI_75611	CHEBI_75611	2	0	
Compound::CHEBI_136582	CHEBI_136582	2	0	
Compound::CHEBI_132521	CHEBI_132521	2	0	
Compound::CHEBI_137583	CHEBI_137583	2	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_140574	CHEBI_140574	2	0	
Compound::CHEBI_61963	CHEBI_61963	2	0	
Compound::CHEBI_60470	CHEBI_60470	2	1	cofactor
Compound::CHEBI_87056	CHEBI_87056	2	0	
Compound::CHEBI_132517	CHEBI_132517	2	0	
Compound::CHEBI_91119	CHEBI_91119	2	0	
Compound::CHEBI_73870	CHEBI_73870	2	0	
Compound::CHEBI_85445	CHEBI_85445	2	0	
Compound::CHEBI_74000	CHEBI_74000	2	1	mouse metabolite
Compound::CHEBI_70977	CHEBI_70977	2	0	
Compound::CHEBI_57761	CHEBI_57761	2	4	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; human metabolite; plant metabolite
Compound::CHEBI_78033	CHEBI_78033	2	1	human blood serum metabolite
Compound::CHEBI_75688	CHEBI_75688	2	0	
Compound::CHEBI_67023	CHEBI_67023	2	0	
Compound::CHEBI_18407	CHEBI_18407	2	3	Escherichia coli metabolite; human metabolite; poison
Compound::CHEBI_78809	CHEBI_78809	2	0	
Compound::CHEBI_57326	CHEBI_57326	2	1	human metabolite
Compound::CHEBI_78494	CHEBI_78494	2	0	
Compound::CHEBI_78535	CHEBI_78535	2	0	
Compound::CHEBI_45213	CHEBI_45213	2	2	antilipemic drug; vasodilator agent
Compound::CHEBI_36559	CHEBI_36559	2	3	Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_136960	CHEBI_136960	2	0	
Compound::CHEBI_133936	CHEBI_133936	2	0	
Compound::CHEBI_85229	CHEBI_85229	2	0	
Compound::CHEBI_58472	CHEBI_58472	2	0	
Compound::CHEBI_77290	CHEBI_77290	2	0	
Compound::CHEBI_64731	CHEBI_64731	2	0	
Compound::CHEBI_58146	CHEBI_58146	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_139510	CHEBI_139510	2	0	
Compound::CHEBI_46245	CHEBI_46245	2	3	antioxidant; ferroptosis inhibitor; human metabolite
Compound::CHEBI_72963	CHEBI_72963	2	0	
Compound::CHEBI_145937	CHEBI_145937	2	0	
Compound::CHEBI_75629	CHEBI_75629	2	0	
Compound::CHEBI_35247	CHEBI_35247	2	0	
Compound::CHEBI_77303	CHEBI_77303	2	0	
Compound::CHEBI_58427	CHEBI_58427	2	0	
Compound::CHEBI_57376	CHEBI_57376	2	1	human metabolite
Compound::CHEBI_139277	CHEBI_139277	2	0	
Compound::CHEBI_15792	CHEBI_15792	2	2	human metabolite; mitochondrial respiratory-chain inhibitor
Compound::CHEBI_58040	CHEBI_58040	2	0	
Compound::CHEBI_147287	CHEBI_147287	2	0	
Compound::CHEBI_90517	CHEBI_90517	2	0	
Compound::CHEBI_78527	CHEBI_78527	2	0	
Compound::CHEBI_78647	CHEBI_78647	2	2	human metabolite; mouse metabolite
Compound::CHEBI_136639	CHEBI_136639	2	0	
Compound::CHEBI_152567	CHEBI_152567	2	0	
Compound::CHEBI_16217	CHEBI_16217	2	2	animal metabolite; mouse metabolite
Compound::CHEBI_140764	CHEBI_140764	2	0	
Compound::CHEBI_57678	CHEBI_57678	2	1	human metabolite
Compound::CHEBI_152568	CHEBI_152568	2	0	
Compound::CHEBI_57367	CHEBI_57367	2	1	human metabolite
Compound::CHEBI_133345	CHEBI_133345	2	0	
Compound::CHEBI_133934	CHEBI_133934	2	0	
Compound::CHEBI_77696	CHEBI_77696	2	0	
Compound::CHEBI_57557	CHEBI_57557	2	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_142625	CHEBI_142625	2	2	flavouring agent; fragrance
Compound::CHEBI_137467	CHEBI_137467	2	0	
Compound::CHEBI_77893	CHEBI_77893	2	0	
Compound::CHEBI_58593	CHEBI_58593	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_75220	CHEBI_75220	2	0	
Compound::CHEBI_15382	CHEBI_15382	2	1	plant metabolite
Compound::CHEBI_74115	CHEBI_74115	2	0	
Compound::CHEBI_133369	CHEBI_133369	2	0	
Compound::CHEBI_16496	CHEBI_16496	2	2	human metabolite; mouse metabolite
Compound::CHEBI_136673	CHEBI_136673	2	0	
Compound::CHEBI_78537	CHEBI_78537	2	0	
Compound::CHEBI_132520	CHEBI_132520	2	0	
Compound::CHEBI_74896	CHEBI_74896	2	0	
Compound::CHEBI_138371	CHEBI_138371	2	0	
Compound::CHEBI_17998	CHEBI_17998	2	2	human metabolite; mouse metabolite
Compound::CHEBI_77253	CHEBI_77253	2	0	
Compound::CHEBI_74968	CHEBI_74968	2	0	
Compound::CHEBI_57308	CHEBI_57308	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_136975	CHEBI_136975	2	3	estrogen; human metabolite; rat metabolite
Compound::CHEBI_90262	CHEBI_90262	2	0	
Compound::CHEBI_17865	CHEBI_17865	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_75867	CHEBI_75867	2	0	
Compound::CHEBI_153064	CHEBI_153064	2	0	
Compound::CHEBI_140594	CHEBI_140594	2	0	
Compound::CHEBI_58280	CHEBI_58280	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_57997	CHEBI_57997	2	0	
Compound::CHEBI_73857	CHEBI_73857	2	0	
Compound::CHEBI_132075	CHEBI_132075	2	0	
Compound::CHEBI_140624	CHEBI_140624	2	0	
Compound::CHEBI_63527	CHEBI_63527	2	0	
Compound::CHEBI_75622	CHEBI_75622	2	0	
Compound::CHEBI_86570	CHEBI_86570	2	0	
Compound::CHEBI_40356	CHEBI_40356	2	1	epitope
Compound::CHEBI_77250	CHEBI_77250	2	0	
Compound::CHEBI_87829	CHEBI_87829	2	0	
Compound::CHEBI_63714	CHEBI_63714	2	0	
Compound::CHEBI_50347	CHEBI_50347	2	0	
Compound::CHEBI_81481	CHEBI_81481	2	3	bacterial xenobiotic metabolite; human xenobiotic metabolite; marine metabolite
Compound::CHEBI_58251	CHEBI_58251	2	0	
Compound::CHEBI_142512	CHEBI_142512	2	0	
Compound::CHEBI_90707	CHEBI_90707	2	0	
Compound::CHEBI_27693	CHEBI_27693	2	5	anticholesteremic drug; antioxidant; mouse metabolite; plant metabolite; sterol methyltransferase inhibitor
Compound::CHEBI_137016	CHEBI_137016	2	0	
Compound::CHEBI_31998	CHEBI_31998	2	1	mouse metabolite
Compound::CHEBI_58303	CHEBI_58303	2	0	
Compound::CHEBI_75069	CHEBI_75069	2	0	
Compound::CHEBI_77226	CHEBI_77226	2	0	
Compound::CHEBI_16016	CHEBI_16016	2	6	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; antifungal agent; human metabolite; metabolite; mouse metabolite
Compound::CHEBI_67034	CHEBI_67034	2	0	
Compound::CHEBI_77084	CHEBI_77084	2	0	
Compound::CHEBI_57462	CHEBI_57462	2	1	human metabolite
Compound::CHEBI_32544	CHEBI_32544	2	2	Saccharomyces cerevisiae metabolite; metabolite
Compound::CHEBI_142448	CHEBI_142448	2	0	
Compound::CHEBI_58123	CHEBI_58123	2	0	
Compound::CHEBI_47805	CHEBI_47805	2	0	
Compound::CHEBI_57269	CHEBI_57269	2	0	
Compound::CHEBI_136416	CHEBI_136416	2	0	
Compound::CHEBI_78528	CHEBI_78528	2	0	
Compound::CHEBI_82657	CHEBI_82657	2	0	
Compound::CHEBI_78516	CHEBI_78516	2	0	
Compound::CHEBI_58687	CHEBI_58687	2	0	
Compound::CHEBI_53210	CHEBI_53210	2	1	peripheral nervous system drug
Compound::CHEBI_78466	CHEBI_78466	2	0	
Compound::CHEBI_15826	CHEBI_15826	2	0	
Compound::CHEBI_16169	CHEBI_16169	2	2	human metabolite; plant metabolite
Compound::CHEBI_47622	CHEBI_47622	2	0	
Compound::CHEBI_47799	CHEBI_47799	2	1	human metabolite
Compound::CHEBI_139258	CHEBI_139258	2	0	
Compound::CHEBI_36498	CHEBI_36498	2	0	
Compound::CHEBI_75956	CHEBI_75956	2	0	
Compound::CHEBI_57537	CHEBI_57537	2	0	
Compound::CHEBI_17151	CHEBI_17151	2	7	Saccharomyces cerevisiae metabolite; algal metabolite; allergen; hapten; human metabolite; mouse metabolite; sweetening agent
Compound::CHEBI_90164	CHEBI_90164	2	0	
Compound::CHEBI_58471	CHEBI_58471	2	1	human metabolite
Compound::CHEBI_85356	CHEBI_85356	2	0	
Compound::CHEBI_64294	CHEBI_64294	2	1	neuroprotective agent
Compound::CHEBI_76647	CHEBI_76647	2	0	
Compound::CHEBI_143622	CHEBI_143622	2	0	
Compound::CHEBI_17579	CHEBI_17579	2	8	antioxidant; biological pigment; cofactor; ferroptosis inhibitor; human metabolite; mouse metabolite; plant metabolite; provitamin A
Compound::CHEBI_16091	CHEBI_16091	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_61970	CHEBI_61970	2	0	
Compound::CHEBI_78473	CHEBI_78473	2	0	
Compound::CHEBI_4208	CHEBI_4208	2	1	metabolite
Compound::CHEBI_139347	CHEBI_139347	2	1	mouse metabolite
Compound::CHEBI_156384	CHEBI_156384	2	0	
Compound::CHEBI_33566	CHEBI_33566	2	0	
Compound::CHEBI_90189	CHEBI_90189	2	0	
Compound::CHEBI_82765	CHEBI_82765	2	0	
Compound::CHEBI_85189	CHEBI_85189	2	0	
Compound::CHEBI_350546	CHEBI_350546	2	1	human metabolite
Compound::CHEBI_17925	CHEBI_17925	2	1	mouse metabolite
Compound::CHEBI_82810	CHEBI_82810	2	0	
Compound::CHEBI_30154	CHEBI_30154	2	2	human metabolite; mouse metabolite
Compound::CHEBI_75844	CHEBI_75844	2	1	mouse metabolite
Compound::CHEBI_145015	CHEBI_145015	2	0	
Compound::CHEBI_149768	CHEBI_149768	2	0	
Compound::CHEBI_78646	CHEBI_78646	2	1	mouse metabolite
Compound::CHEBI_17712	CHEBI_17712	2	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_57666	CHEBI_57666	2	0	
Compound::CHEBI_50471	CHEBI_50471	2	0	
Compound::CHEBI_58101	CHEBI_58101	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_90811	CHEBI_90811	2	0	
Compound::CHEBI_136709	CHEBI_136709	2	0	
Compound::CHEBI_84847	CHEBI_84847	2	0	
Compound::CHEBI_77812	CHEBI_77812	2	1	EC 6.4.1.2 (acetyl-CoA carboxylase) inhibitor
Compound::CHEBI_132028	CHEBI_132028	2	0	
Compound::CHEBI_63813	CHEBI_63813	2	0	
Compound::CHEBI_84728	CHEBI_84728	2	0	
Compound::CHEBI_133935	CHEBI_133935	2	0	
Compound::CHEBI_72837	CHEBI_72837	2	0	
Compound::CHEBI_132104	CHEBI_132104	2	0	
Compound::CHEBI_57660	CHEBI_57660	2	1	human metabolite
Compound::CHEBI_1949	CHEBI_1949	2	3	Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_18110	CHEBI_18110	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_87701	CHEBI_87701	2	0	
Compound::CHEBI_62418	CHEBI_62418	2	0	
Compound::CHEBI_77256	CHEBI_77256	2	0	
Compound::CHEBI_62263	CHEBI_62263	2	1	epitope
Compound::CHEBI_85101	CHEBI_85101	2	0	
Compound::CHEBI_78464	CHEBI_78464	2	0	
Compound::CHEBI_57882	CHEBI_57882	2	0	
Compound::CHEBI_134251	CHEBI_134251	2	0	
Compound::CHEBI_132030	CHEBI_132030	2	0	
Compound::CHEBI_78472	CHEBI_78472	2	0	
Compound::CHEBI_72839	CHEBI_72839	2	0	
Compound::CHEBI_58906	CHEBI_58906	2	0	
Compound::CHEBI_78478	CHEBI_78478	2	0	
Compound::CHEBI_58527	CHEBI_58527	2	1	human metabolite
Compound::CHEBI_49252	CHEBI_49252	2	0	
Compound::CHEBI_76610	CHEBI_76610	2	0	
Compound::CHEBI_75550	CHEBI_75550	2	1	plant metabolite
Compound::CHEBI_17771	CHEBI_17771	2	1	human metabolite
Compound::CHEBI_82930	CHEBI_82930	2	0	
Compound::CHEBI_91294	CHEBI_91294	2	0	
Compound::CHEBI_59458	CHEBI_59458	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_13115	CHEBI_13115	2	2	human metabolite; mammalian metabolite
Compound::CHEBI_90358	CHEBI_90358	2	0	
Compound::CHEBI_35341	CHEBI_35341	2	0	
Compound::CHEBI_144029	CHEBI_144029	2	0	
Compound::CHEBI_63740	CHEBI_63740	2	0	
Compound::CHEBI_84422	CHEBI_84422	2	0	
Compound::CHEBI_133457	CHEBI_133457	2	2	EC 2.5.1.18 (glutathione transferase) inhibitor; fumigant
Compound::CHEBI_87832	CHEBI_87832	2	0	
Compound::CHEBI_75032	CHEBI_75032	2	0	
Compound::CHEBI_78483	CHEBI_78483	2	0	
Compound::CHEBI_137474	CHEBI_137474	2	0	
Compound::CHEBI_90782	CHEBI_90782	2	0	
Compound::CHEBI_82626	CHEBI_82626	2	0	
Compound::CHEBI_67045	CHEBI_67045	2	0	
Compound::CHEBI_15901	CHEBI_15901	2	4	Escherichia coli metabolite; human metabolite; metabolite; mouse metabolite
Compound::CHEBI_28729	CHEBI_28729	2	1	epitope
Compound::CHEBI_133937	CHEBI_133937	2	0	
Compound::CHEBI_71007	CHEBI_71007	2	0	
Compound::CHEBI_85108	CHEBI_85108	2	0	
Compound::CHEBI_133378	CHEBI_133378	2	0	
Compound::CHEBI_77259	CHEBI_77259	2	0	
Compound::CHEBI_78765	CHEBI_78765	2	0	
Compound::CHEBI_78226	CHEBI_78226	2	0	
Compound::CHEBI_85640	CHEBI_85640	2	0	
Compound::CHEBI_49189	CHEBI_49189	2	1	human metabolite
Compound::CHEBI_58443	CHEBI_58443	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_34133	CHEBI_34133	2	3	androgen; human metabolite; marine xenobiotic metabolite
Compound::CHEBI_83420	CHEBI_83420	2	0	
Compound::CHEBI_17585	CHEBI_17585	2	0	
Compound::CHEBI_77695	CHEBI_77695	2	0	
Compound::CHEBI_83581	CHEBI_83581	2	0	
Compound::CHEBI_74882	CHEBI_74882	2	0	
Compound::CHEBI_78650	CHEBI_78650	2	0	
Compound::CHEBI_57319	CHEBI_57319	2	0	
Compound::CHEBI_138027	CHEBI_138027	2	0	
Compound::CHEBI_32426	CHEBI_32426	2	2	human metabolite; plant metabolite
Compound::CHEBI_143975	CHEBI_143975	2	0	
Compound::CHEBI_133377	CHEBI_133377	2	0	
Compound::CHEBI_149527	CHEBI_149527	2	0	
Compound::CHEBI_44597	CHEBI_44597	2	1	antineoplastic agent
Compound::CHEBI_58090	CHEBI_58090	2	2	Escherichia coli metabolite; human metabolite
Compound::CHEBI_133383	CHEBI_133383	2	0	
Compound::CHEBI_84962	CHEBI_84962	1	1	human metabolite
Compound::CHEBI_42989	CHEBI_42989	1	0	
Compound::CHEBI_82925	CHEBI_82925	1	0	
Compound::CHEBI_142749	CHEBI_142749	1	0	
Compound::CHEBI_78208	CHEBI_78208	1	0	
Compound::CHEBI_134601	CHEBI_134601	1	1	Papio hamadryas metabolite
Compound::CHEBI_90737	CHEBI_90737	1	0	
Compound::CHEBI_141492	CHEBI_141492	1	0	
Compound::CHEBI_64982	CHEBI_64982	1	0	
Compound::CHEBI_58234	CHEBI_58234	1	0	
Compound::CHEBI_139181	CHEBI_139181	1	0	
Compound::CHEBI_21949	CHEBI_21949	1	1	metabolite
Compound::CHEBI_57719	CHEBI_57719	1	0	
Compound::CHEBI_2150	CHEBI_2150	1	4	androgen; human metabolite; mouse metabolite; vasodilator agent
Compound::CHEBI_75558	CHEBI_75558	1	0	
Compound::CHEBI_85150	CHEBI_85150	1	0	
Compound::CHEBI_17821	CHEBI_17821	1	3	Escherichia coli metabolite; human metabolite; mouse metabolite
Compound::CHEBI_18378	CHEBI_18378	1	0	
Compound::CHEBI_89828	CHEBI_89828	1	4	biomarker; fungal metabolite; human metabolite; rat metabolite
Compound::CHEBI_132081	CHEBI_132081	1	0	
Compound::CHEBI_84793	CHEBI_84793	1	0	
Compound::CHEBI_136414	CHEBI_136414	1	0	
Compound::CHEBI_137419	CHEBI_137419	1	0	
Compound::CHEBI_132285	CHEBI_132285	1	0	
Compound::CHEBI_74166	CHEBI_74166	1	0	
Compound::CHEBI_64837	CHEBI_64837	1	0	
Compound::CHEBI_77619	CHEBI_77619	1	0	
Compound::CHEBI_78480	CHEBI_78480	1	0	
Compound::CHEBI_136885	CHEBI_136885	1	0	
Compound::CHEBI_73359	CHEBI_73359	1	0	
Compound::CHEBI_74513	CHEBI_74513	1	0	
Compound::CHEBI_138067	CHEBI_138067	1	0	
Compound::CHEBI_138100	CHEBI_138100	1	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_48939	CHEBI_48939	1	0	
Compound::CHEBI_84963	CHEBI_84963	1	0	
Compound::CHEBI_147363	CHEBI_147363	1	1	human metabolite
Compound::CHEBI_84461	CHEBI_84461	1	0	
Compound::CHEBI_137063	CHEBI_137063	1	1	human metabolite
Compound::CHEBI_88140	CHEBI_88140	1	0	
Compound::CHEBI_58041	CHEBI_58041	1	0	
Compound::CHEBI_138300	CHEBI_138300	1	0	
Compound::CHEBI_16175	CHEBI_16175	1	2	human metabolite; plant metabolite
Compound::CHEBI_138724	CHEBI_138724	1	0	
Compound::CHEBI_58141	CHEBI_58141	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_78605	CHEBI_78605	1	0	
Compound::CHEBI_77787	CHEBI_77787	1	0	
Compound::CHEBI_133812	CHEBI_133812	1	0	
Compound::CHEBI_156439	CHEBI_156439	1	0	
Compound::CHEBI_78450	CHEBI_78450	1	0	
Compound::CHEBI_142600	CHEBI_142600	1	0	
Compound::CHEBI_133404	CHEBI_133404	1	0	
Compound::CHEBI_57452	CHEBI_57452	1	0	
Compound::CHEBI_145853	CHEBI_145853	1	0	
Compound::CHEBI_18268	CHEBI_18268	1	2	human metabolite; mouse metabolite
Compound::CHEBI_85027	CHEBI_85027	1	0	
Compound::CHEBI_147383	CHEBI_147383	1	1	human metabolite
Compound::CHEBI_86460	CHEBI_86460	1	1	mammalian metabolite
Compound::CHEBI_27957	CHEBI_27957	1	3	Escherichia coli metabolite; human metabolite; mouse metabolite
Compound::CHEBI_76724	CHEBI_76724	1	1	human metabolite
Compound::CHEBI_141581	CHEBI_141581	1	0	
Compound::CHEBI_74228	CHEBI_74228	1	0	
Compound::CHEBI_85250	CHEBI_85250	1	0	
Compound::CHEBI_35986	CHEBI_35986	1	2	plant metabolite; volatile oil component
Compound::CHEBI_137387	CHEBI_137387	1	0	
Compound::CHEBI_137987	CHEBI_137987	1	0	
Compound::CHEBI_27856	CHEBI_27856	1	0	
Compound::CHEBI_90824	CHEBI_90824	1	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_132049	CHEBI_132049	1	0	
Compound::CHEBI_132016	CHEBI_132016	1	0	
Compound::CHEBI_140357	CHEBI_140357	1	0	
Compound::CHEBI_78329	CHEBI_78329	1	1	human metabolite
Compound::CHEBI_58673	CHEBI_58673	1	1	human metabolite
Compound::CHEBI_90825	CHEBI_90825	1	1	human xenobiotic metabolite
Compound::CHEBI_145347	CHEBI_145347	1	0	
Compound::CHEBI_57310	CHEBI_57310	1	1	human metabolite
Compound::CHEBI_85816	CHEBI_85816	1	0	
Compound::CHEBI_133799	CHEBI_133799	1	0	
Compound::CHEBI_87487	CHEBI_87487	1	0	
Compound::CHEBI_74260	CHEBI_74260	1	0	
Compound::CHEBI_84166	CHEBI_84166	1	0	
Compound::CHEBI_90598	CHEBI_90598	1	0	
Compound::CHEBI_137547	CHEBI_137547	1	0	
Compound::CHEBI_77240	CHEBI_77240	1	0	
Compound::CHEBI_90985	CHEBI_90985	1	1	human metabolite
Compound::CHEBI_144024	CHEBI_144024	1	0	
Compound::CHEBI_142603	CHEBI_142603	1	4	cosmetic; flavouring agent; pheromone; plant metabolite
Compound::CHEBI_138630	CHEBI_138630	1	0	
Compound::CHEBI_16615	CHEBI_16615	1	1	human metabolite
Compound::CHEBI_799	CHEBI_799	1	1	human metabolite
Compound::CHEBI_58810	CHEBI_58810	1	1	human metabolite
Compound::CHEBI_90797	CHEBI_90797	1	1	human xenobiotic metabolite
Compound::CHEBI_28645	CHEBI_28645	1	1	mouse metabolite
Compound::CHEBI_143088	CHEBI_143088	1	0	
Compound::CHEBI_74291	CHEBI_74291	1	0	
Compound::CHEBI_144051	CHEBI_144051	1	0	
Compound::CHEBI_91306	CHEBI_91306	1	2	human metabolite; rat metabolite
Compound::CHEBI_83721	CHEBI_83721	1	0	
Compound::CHEBI_16980	CHEBI_16980	1	2	plant metabolite; volatile oil component
Compound::CHEBI_139157	CHEBI_139157	1	0	
Compound::CHEBI_152049	CHEBI_152049	1	0	
Compound::CHEBI_58506	CHEBI_58506	1	1	human metabolite
Compound::CHEBI_142611	CHEBI_142611	1	0	
Compound::CHEBI_82606	CHEBI_82606	1	0	
Compound::CHEBI_85173	CHEBI_85173	1	1	human metabolite
Compound::CHEBI_61401	CHEBI_61401	1	0	
Compound::CHEBI_48946	CHEBI_48946	1	0	
Compound::CHEBI_74493	CHEBI_74493	1	0	
Compound::CHEBI_83276	CHEBI_83276	1	0	
Compound::CHEBI_140089	CHEBI_140089	1	2	human xenobiotic metabolite; rat metabolite
Compound::CHEBI_58375	CHEBI_58375	1	0	
Compound::CHEBI_73779	CHEBI_73779	1	0	
Compound::CHEBI_74128	CHEBI_74128	1	0	
Compound::CHEBI_57948	CHEBI_57948	1	0	
Compound::CHEBI_86116	CHEBI_86116	1	1	human xenobiotic metabolite
Compound::CHEBI_140599	CHEBI_140599	1	0	
Compound::CHEBI_145032	CHEBI_145032	1	0	
Compound::CHEBI_144643	CHEBI_144643	1	0	
Compound::CHEBI_136654	CHEBI_136654	1	0	
Compound::CHEBI_85091	CHEBI_85091	1	0	
Compound::CHEBI_147352	CHEBI_147352	1	0	
Compound::CHEBI_74970	CHEBI_74970	1	0	
Compound::CHEBI_36264	CHEBI_36264	1	1	Escherichia coli metabolite
Compound::CHEBI_77293	CHEBI_77293	1	0	
Compound::CHEBI_83723	CHEBI_83723	1	0	
Compound::CHEBI_86377	CHEBI_86377	1	1	human xenobiotic metabolite
Compound::CHEBI_30322	CHEBI_30322	1	0	
Compound::CHEBI_77283	CHEBI_77283	1	0	
Compound::CHEBI_86087	CHEBI_86087	1	1	human xenobiotic metabolite
Compound::CHEBI_157660	CHEBI_157660	1	0	
Compound::CHEBI_75855	CHEBI_75855	1	0	
Compound::CHEBI_142697	CHEBI_142697	1	0	
Compound::CHEBI_77223	CHEBI_77223	1	1	human metabolite
Compound::CHEBI_138664	CHEBI_138664	1	0	
Compound::CHEBI_83062	CHEBI_83062	1	0	
Compound::CHEBI_87598	CHEBI_87598	1	1	human xenobiotic metabolite
Compound::CHEBI_57570	CHEBI_57570	1	0	
Compound::CHEBI_84990	CHEBI_84990	1	0	
Compound::CHEBI_78489	CHEBI_78489	1	0	
Compound::CHEBI_90711	CHEBI_90711	1	0	
Compound::CHEBI_146191	CHEBI_146191	1	0	
Compound::CHEBI_78343	CHEBI_78343	1	0	
Compound::CHEBI_78223	CHEBI_78223	1	0	
Compound::CHEBI_141495	CHEBI_141495	1	0	
Compound::CHEBI_74069	CHEBI_74069	1	0	
Compound::CHEBI_146254	CHEBI_146254	1	0	
Compound::CHEBI_76061	CHEBI_76061	1	0	
Compound::CHEBI_166821	CHEBI_166821	1	0	
Compound::CHEBI_77545	CHEBI_77545	1	0	
Compound::CHEBI_76273	CHEBI_76273	1	1	human metabolite
Compound::CHEBI_15724	CHEBI_15724	1	3	Escherichia coli metabolite; metabolite; osmolyte
Compound::CHEBI_50593	CHEBI_50593	1	3	Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_143087	CHEBI_143087	1	0	
Compound::CHEBI_82685	CHEBI_82685	1	0	
Compound::CHEBI_76412	CHEBI_76412	1	0	
Compound::CHEBI_82943	CHEBI_82943	1	0	
Compound::CHEBI_17684	CHEBI_17684	1	0	
Compound::CHEBI_142696	CHEBI_142696	1	0	
Compound::CHEBI_82945	CHEBI_82945	1	0	
Compound::CHEBI_74319	CHEBI_74319	1	0	
Compound::CHEBI_157618	CHEBI_157618	1	0	
Compound::CHEBI_133406	CHEBI_133406	1	0	
Compound::CHEBI_146165	CHEBI_146165	1	0	
Compound::CHEBI_73418	CHEBI_73418	1	0	
Compound::CHEBI_78419	CHEBI_78419	1	0	
Compound::CHEBI_4712	CHEBI_4712	1	3	bone density conservation agent; prohormone; provitamin
Compound::CHEBI_85207	CHEBI_85207	1	0	
Compound::CHEBI_138296	CHEBI_138296	1	0	
Compound::CHEBI_138101	CHEBI_138101	1	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_149733	CHEBI_149733	1	0	
Compound::CHEBI_83144	CHEBI_83144	1	0	
Compound::CHEBI_138284	CHEBI_138284	1	0	
Compound::CHEBI_74161	CHEBI_74161	1	0	
Compound::CHEBI_91118	CHEBI_91118	1	0	
Compound::CHEBI_77831	CHEBI_77831	1	0	
Compound::CHEBI_141843	CHEBI_141843	1	0	
Compound::CHEBI_144022	CHEBI_144022	1	0	
Compound::CHEBI_138062	CHEBI_138062	1	0	
Compound::CHEBI_90722	CHEBI_90722	1	0	
Compound::CHEBI_131894	CHEBI_131894	1	0	
Compound::CHEBI_36726	CHEBI_36726	1	0	
Compound::CHEBI_17607	CHEBI_17607	1	0	
Compound::CHEBI_74294	CHEBI_74294	1	0	
Compound::CHEBI_90511	CHEBI_90511	1	0	
Compound::CHEBI_138276	CHEBI_138276	1	0	
Compound::CHEBI_76062	CHEBI_76062	1	0	
Compound::CHEBI_131738	CHEBI_131738	1	2	human metabolite; plant metabolite
Compound::CHEBI_146141	CHEBI_146141	1	0	
Compound::CHEBI_75290	CHEBI_75290	1	0	
Compound::CHEBI_75327	CHEBI_75327	1	0	
Compound::CHEBI_17034	CHEBI_17034	1	0	
Compound::CHEBI_132079	CHEBI_132079	1	1	anti-inflammatory agent
Compound::CHEBI_82750	CHEBI_82750	1	1	mouse metabolite
Compound::CHEBI_32362	CHEBI_32362	1	1	plant metabolite
Compound::CHEBI_71201	CHEBI_71201	1	1	animal metabolite
Compound::CHEBI_76722	CHEBI_76722	1	0	
Compound::CHEBI_143253	CHEBI_143253	1	0	
Compound::CHEBI_16271	CHEBI_16271	1	0	
Compound::CHEBI_76415	CHEBI_76415	1	0	
Compound::CHEBI_137732	CHEBI_137732	1	0	
Compound::CHEBI_27967	CHEBI_27967	1	2	human metabolite; mouse metabolite
Compound::CHEBI_76282	CHEBI_76282	1	0	
Compound::CHEBI_57978	CHEBI_57978	1	0	
Compound::CHEBI_140085	CHEBI_140085	1	0	
Compound::CHEBI_85165	CHEBI_85165	1	1	human metabolite
Compound::CHEBI_85378	CHEBI_85378	1	0	
Compound::CHEBI_140082	CHEBI_140082	1	0	
Compound::CHEBI_87476	CHEBI_87476	1	1	human metabolite
Compound::CHEBI_133400	CHEBI_133400	1	0	
Compound::CHEBI_167178	CHEBI_167178	1	0	
Compound::CHEBI_57261	CHEBI_57261	1	0	
Compound::CHEBI_62727	CHEBI_62727	1	0	
